nuts2_code,country,Environmental_Health,Food_Physical_Health,Housing,Transportation,Financial_Institution_Access,Insurance_Access,Broadband_Access,Research_University_Density,RD_Facility_Density,Community_College_Density,No_Highschool_Completion,Mean_Years_Schooling,Preschool_Enrollment,Juvenile_Felony_Rates,Higher_Ed_Enrollment,Disconnected_Youth,Economic_Connectedness,Social_Clustering,Support_Network_Ratios,Civic_Organization_Density,Real_GDP,GDP_Growth,GDP_per_capita,Jobs_Productivity,Worker_Productivity,Total_Jobs,Youth_Employment,Employment_Population_Ratio,High_Skill_Jobs,Overall_Unemployment,Youth_Unemployment_Gap,Labor_Force_Participation,Youth_Participation_Gap,Median_Earnings,Gender_Earnings_Gap
AT11,AT,75.35524917006468,66.66495497029611,67.01707420385996,80.88081143758042,44.57477226769625,12.384384895059952,99.35858062387497,61.194370736446814,89.37766651885588,26.437958992555977,83.94434901054865,89.5599165552886,73.75201990462337,37.434180429159944,31.133192331486224,76.34409230507643,79.16685573442717,31.011450730751477,68.07693433880688,61.97742160798231,77.19971284174328,61.02965302928228,86.97399798546441,80.73946438643512,57.04917562070315,83.81907982662875,70.29709723361304,52.56010392517688,93.04602306951043,7.862860646619108,37.5979979764334,71.53484001768935,75.16667638702845,99.23921694347042,62.098026593965
AT12,AT,32.9429211730112,53.179223538184985,90.63710763073321,91.67047417353564,88.37855887229988,56.407194427160654,59.714354988515026,16.81713471859497,52.55103559322885,16.134521649788535,64.37831646089064,16.050074451724296,65.28413664904137,9.038904024574556,14.229061669398213,73.15752168038424,21.199675911918902,73.2217560405138,28.41671694718544,11.8570074873665,63.09851054818273,86.46304797669634,12.526796206192813,51.56954003650023,58.567580672513664,55.02696011287183,91.07717717338733,55.26784457143378,74.36444181174632,38.33391450544836,68.36012938932974,77.3338116692605,28.52367994985202,98.75523204395168,4.449922952101348
BE01,BE,39.63393322880321,2.140422105179185,87.38880331885164,28.254164120940374,4.76370944529595,56.602161584735434,50.79246888065014,80.66980575725182,7.493438543733633,78.57646898422252,24.23660163379583,44.97550624672277,99.59439727916204,37.0653626079888,58.034340326593934,27.231619970116515,77.58033107129559,52.31725312252634,15.287866804423366,71.00808585554805,64.96838155853357,58.97658234014911,27.787049607046644,69.28066105290323,88.5514961007241,26.903575436166292,58.23948200723318,39.334737071665074,29.804995111623434,0.4865011908017358,78.79785477624745,45.85887104900832,55.280473966802056,21.96041489453684,45.59883050354996
BE02,BE,23.398039361680645,1.3193172841827638,68.22748494922664,82.05551977878007,81.80992320091819,97.74713230276905,15.828981069523762,67.17221953696793,18.21062849374916,93.81585472932623,21.130636761486254,96.47132731731297,52.10908777196705,11.29104754139596,46.794594979420154,16.87566925377166,89.10775261250505,45.464131539298705,38.37834592251145,82.38556501349922,47.73053125134605,92.68077525973581,41.04923613885937,40.84559308321135,21.6208840291383,41.31831955728595,30.600601612062995,68.22546258106779,62.469367117190664,26.784742546383388,25.01133941016048,41.15043770642942,16.34020509793721,79.88733510727647,83.54978481461164
BE03,BE,55.64783868756891,25.89466112657801,23.985532247680208,84.63610703105108,88.9275744345076,91.29012756979269,54.86396411266961,19.94046871618772,53.03281334640242,5.274653201578749,79.50631008490625,69.99106615395738,34.536104654722,85.05826236869291,76.66355719054442,27.975541464338338,42.0454550079147,6.875886323299407,48.948456676388076,66.22000188960278,24.33167278672692,8.596544723914768,42.03085919496205,46.604507959423955,76.0549415564912,77.97313217419237,29.555448894594527,67.59019516440759,14.407355665231702,31.152449689455164,50.458418453644214,93.76758348598501,37.34986012713687,75.45200558186451,99.68548667128361
BE04,BE,57.9195868955774,83.39322152486301,65.94329132616869,97.1809329954744,14.15206449408375,66.70916309455174,76.943716257863,10.619890980394075,54.07883048700961,97.34887518791521,37.27949949949815,42.81255604136563,26.00702837741483,31.429517211898318,82.35052291722698,52.586596121353544,29.369426163160583,20.892040873017248,47.01382483574067,92.5891706531595,49.443581765308295,97.27668138470513,92.43454489824411,36.4066506988537,31.392369427485967,57.22636157846718,52.030760491184665,7.97138476612168,43.18622572752232,26.767305234151873,55.13031528322428,14.708729385706265,31.44244178181612,77.61252064629373,18.87018131413013
BE05,BE,66.58650621321507,76.05839493346316,19.78286167772073,93.45638262500309,73.51931710581272,16.005376846081575,20.644905067442988,57.883950543697736,57.61177075544194,75.3466242224489,4.68688148170161,85.98249465906527,18.08953883160348,30.7234086282102,26.351302098711727,33.478651764596776,10.890554709730417,5.6497547114545466,70.40189979665618,69.9520777401497,1.2024970459606155,20.22494102600931,56.23074946130724,56.812079774711556,67.65241746994066,82.93122953843483,97.9592657539181,38.389058238464756,54.73340349908755,37.00742906967876,99.16630382319573,9.937977212635262,74.29553424357607,35.53247295878905,84.59859354270561
BE06,BE,37.738985050552856,31.085647441801644,25.586721724370033,87.00340256412811,68.96798750196629,84.05907608909096,39.93602222573117,80.55337550885957,21.647104386775005,6.621436934192515,56.02816120490222,46.587226142558436,43.83864625512699,56.94935761154723,54.99383916520123,55.670242958680085,14.164570598576365,79.53912811962572,44.413423530004394,8.335968821896344,34.69390038569128,42.22911661655742,8.414748239568127,61.59783961956121,2.420443259564775,43.52216081912539,49.931484855401735,12.567702186609386,28.28183166910485,14.470941956765415,2.6631646406756526,97.1799716169808,87.47024893223352,48.743556158144465,4.55840027691009
BG01,BG,59.25946768101807,34.046462665633555,26.41502568928027,79.48354474443379,34.454031302174926,6.031146203969673,37.02624405093147,93.4518135880923,61.06542687817772,36.04193173419977,78.31836365469654,50.64559096884101,28.726841227794775,2.289987004495342,6.296475289045301,97.97422969976911,79.61201102147793,71.28532154290372,46.45396576973716,5.850026968486121,32.57751389932769,14.61984981513581,70.43463801805567,14.060282159494852,29.037002836357605,10.542227722770114,49.76539530565234,39.009993316057546,96.07193051310682,1.3069480626229257,8.682902528496339,63.24474303782115,13.437763076970299,98.05979220189491,54.805073434606236
BG02,BG,35.86661198813519,27.449477240993147,75.54572701993666,98.83007164900076,34.49106992757906,11.326862044720066,50.083423998690165,35.08854208526393,70.15616092518506,89.6386180212421,94.110156642727,51.55112895038667,65.51227951532631,64.42885132144981,38.38245544082205,98.74872221804318,10.377872930256649,10.415396966851432,13.001344331008601,93.65851847231544,40.189599342038896,21.950759313036983,44.1753182661614,46.733347330108224,67.32997677512486,25.26984905242733,12.86905999307808,59.39509772679057,77.97146161038651,76.6081497766681,55.61255099258261,66.7557759582341,90.25523420593886,12.813857486499513,92.65732059856924
BG03,BG,23.878298644411544,10.128307896528632,58.846782246357186,69.20505147422304,41.72417844842562,89.6630567464043,49.01981294881552,13.385507046900624,80.63137489337335,24.778595773671373,20.230226662279826,83.49026081943599,16.43734351172885,67.54337440176556,49.33308906947116,12.862924198103032,79.64286843688075,48.03092451923984,59.88150878663283,49.16609616909749,71.83550919177752,46.47165794020257,33.24728458382893,8.690820905283624,6.408009931493708,34.4756276462951,86.13720656471206,4.761114313056513,50.856439425913,98.60951922170005,95.67516291590387,11.19094967193961,12.605986685034743,75.05752888193108,45.60346937594908
BG04,BG,64.2024897901852,61.449097973096364,90.36958968259519,46.66096066614806,68.86341030413786,33.6429458750564,73.61581737302046,42.06619960214712,83.86753598961884,41.14701890435067,90.70173302434674,87.82001748660603,70.30941884495064,66.83283030091283,27.855139021226538,52.401591348058965,38.994716571405874,87.77682144092807,95.79770359095852,49.81263345456579,62.12304374160453,50.02295055501955,91.58743088861047,62.85637974633893,56.25916594864656,87.50644550704625,68.87622641956571,69.06939692965152,99.86866425229856,90.86412257028661,94.94163668635652,74.80335007727497,98.61540787190994,31.366052552376754,83.86617744350421
BG05,BG,95.28227247988615,84.94211111110681,71.02785134178876,65.18345668302528,47.605825425820505,92.0692665105071,46.92212999513197,20.198066427632632,36.212130151216535,97.83467324524989,62.85346265686332,17.31317050075353,91.08012985349554,20.960108228261564,82.58738317706758,32.53639977871524,98.14664955282603,69.71675824789664,54.837311190024906,43.71166203063982,33.88295172670966,59.599183002689315,69.37727583230503,18.617565372371192,41.35824962454213,35.564471546327034,8.78836593916511,51.57688024863418,89.00264843039847,29.12910912974167,71.15816259179314,73.28722815999453,68.91193872098863,47.330051303890656,39.684178837177754
BG06,BG,8.191808612210338,15.842191441506593,79.24861986531575,99.18128044469469,59.51623672729036,49.89435551479126,83.39072311193239,68.56389101703431,72.81265341162091,59.611368426914716,90.46743468466443,27.73181781328804,60.93480175031634,91.73575144109762,32.51414664108253,3.669061667558171,67.093185035362,36.780746322840194,62.9668714812362,40.991569368306436,56.72650245339125,54.592522995922884,53.40643277894729,52.535447715055774,76.72937702769575,29.16580788382127,77.38733701826595,10.921891616938861,67.80137155464689,11.703169273379077,52.151329202776864,97.34313705006252,49.95831704515794,15.414468483770394,82.6724398710378
BG07,BG,15.588979423374806,60.03963673897703,98.24263445229404,82.88831565140211,15.331075664964743,59.92121639487207,73.69148944026563,20.1664820132865,17.52321058312184,81.36898273045355,82.21559518523624,0.6503545619748197,59.92341579332645,80.51115684751822,45.73716757320512,32.50880327684619,13.383844382491395,9.15420986628277,82.75632357482098,24.811554676458158,84.52909854354293,13.762888267847707,54.03316346750378,8.943737103260796,13.15886334932257,37.57898806740131,35.55646025099144,33.74913191199988,49.78205202485011,22.096491292168963,67.61208908473648,34.551434194352304,80.780692414017,77.87642545249335,16.913850466736278
BG08,BG,10.270464675829484,26.58470681253995,55.68246907891806,65.5591251798376,15.229894743057814,59.879928044191345,37.3417995046798,10.633707104346101,38.248945082708396,8.682795616376104,99.70028474800566,92.34485173600505,61.524133236901065,16.12467670969234,75.34694564999359,59.520070283697876,76.62480824576049,76.45709148355671,37.12208134890885,90.94363931870654,76.45953023676795,44.505900127379995,1.104337653482379,65.48133992811032,72.59599269616102,44.25072602107907,5.348449139333821,8.005127948477785,98.12827266156498,6.979054190890621,52.026747389041994,68.51893217536549,85.88191766481124,71.98273574774016,10.507601384842868
BG09,BG,3.9204055310711916,31.304943353301773,68.75957734623115,10.911824147879901,57.604401978098096,24.994104474600142,45.338714192445984,26.928939225424642,20.317216862648046,44.31448295879776,75.95410535555105,26.431609978917013,49.63505718661067,33.51864717734283,12.047634483836545,96.74006529292582,0.9823588329488597,7.2198105178798215,41.029678094438005,23.669712558233268,58.791018569746356,87.04747584738588,99.60915155727598,26.226342014129955,71.9443731474141,22.3042680358991,94.38162858524673,37.336740325160974,39.925209843186025,48.37033230402699,31.638977571091985,71.03521281362643,68.52478295219665,88.62259060518835,74.26780073770718
BG10,BG,11.803949591621487,68.99129136135625,65.73215923976555,30.850895358592435,83.9661672961871,79.35225931114735,87.95361887877328,94.67112054964763,19.343365103595822,52.38891993639484,22.56430724039795,37.11322376455668,82.5786371804082,87.78681818672221,75.18108290744267,5.292366475354726,5.151737907936226,24.662376811617648,73.1023305176466,61.59551711578786,86.68537690307045,92.22336610808252,64.76740470736088,60.528838596623224,64.76688007859596,60.92789885024887,24.893224682185043,49.98204942299081,93.11573979421816,50.6500665479865,54.31556721259242,29.810626188277855,9.621716634026168,50.767059358956445,49.850079058270595
BG11,BG,83.29982851672246,12.808775202596856,86.09041646917287,82.38900295911402,91.27517863549576,51.795756373589796,60.18256744275878,44.342973898847745,13.794303225673799,70.44469948336274,70.01766357969215,9.670590210718387,44.19804629011951,58.7051342428194,76.96081055948322,59.10054871277431,5.980167737204479,88.09832534997652,8.841163978581834,36.17452454704835,12.10963751221712,82.41908700947,18.301700939127784,63.56358888338048,19.441991036635542,86.22413634428148,49.32869451268256,18.257117760110365,53.35598381164333,30.528301982181915,79.30636717145259,36.96460499843973,21.72124412569091,35.26931318603046,8.380731391710283
BG12,BG,74.4387162910954,89.33954146741605,61.507883226923035,90.46181334601609,55.951571383583385,64.02035735979402,39.77392592389164,79.67757418784534,90.33744036509675,96.61429818346974,76.66772312746392,28.66065547228559,43.633126187480364,30.191667207570163,48.6295625941023,50.49807252904862,30.95759573229355,16.94589307474441,51.20338161479746,14.999898708642668,47.52511449964406,41.91614975321474,48.891306388090946,29.02985890666292,77.76193553947404,86.5857100993539,87.06774353758584,8.088785356041617,67.27320776080208,61.956167638822556,41.39634016087068,51.68638224639802,43.9254131805349,18.564914900876815,3.66461654555873
BG13,BG,65.72653533187864,69.11461130510219,66.8620237081308,73.67780050104736,87.77259546479779,80.65441491076555,16.589986703172098,24.376445348592547,61.57591212474116,97.01067675205292,11.468894817507081,70.31052678112509,94.70983711866594,8.229453516879326,12.788441459073063,19.13825283820375,88.25851683458646,90.35725836729426,36.809726497884384,47.819151375441415,44.94301131273796,57.22409652576717,49.616594164066626,33.6688243620016,68.79177863337598,82.53414559908214,44.717742423794036,61.07435529858903,38.703902153311695,75.02753949371923,56.57715909300699,37.53088694514717,84.62928367476866,87.91842304177108,15.323238158698993
BG14,BG,60.87003684482006,93.10049786963044,15.993669995132686,15.154600655441175,26.361992180708448,43.73910687157796,67.02670185229691,24.055864706280182,13.010654272222244,67.1937336378154,84.91495169680073,34.7897074822173,20.12162308877956,38.800125782808,54.62253142875938,53.98148430053842,22.44149947551024,37.865076300892675,89.23564741599213,25.512940735347513,45.71875912298432,90.06885170273567,75.73145457567043,6.404169434744356,46.46907636518578,90.11543329797061,1.3644885931008655,35.337804437998784,50.86105256943677,47.530152319834706,16.092977959509113,35.09061469594148,76.20678237633167,99.97273752422699,5.283254482530586
CY01,CY,86.11285988759951,49.455339565384214,16.282796308458558,93.59488866078549,48.67164544955994,22.686823388281184,32.779753998853025,80.516478118103,97.00550312642608,58.36095668355361,53.59625620305949,36.51122149390489,11.128195940084717,50.74708137898223,75.60877403448042,65.13762725686986,94.44620961841224,48.541026324736656,23.755688769304516,72.15619933073103,37.39434688418356,72.59369542444432,94.39246100329275,78.71785612435602,58.61573815918546,70.57432006551461,64.00119729628084,27.55487413758313,12.255755996479644,42.77340284230039,70.6402359231002,32.714492417147326,97.13881797222996,3.8759596819456066,15.6425436285909
CY02,CY,32.077923697048746,23.968478539013383,82.02955665263832,84.8994532653057,27.857983498319573,67.95259539215384,54.50332545169011,80.84859001239481,58.66800300217567,43.9498379310573,83.81109833128977,67.33737825285164,69.09464341484762,7.766795755288891,40.49811593710382,76.28341589148351,35.49961588992922,9.408331408811721,61.6749015083756,10.16905814161978,21.496053491103208,96.05026230718634,3.175193081836747,82.52146147111442,64.70690813869085,95.80989334452696,65.4682349369506,9.660762846144433,55.995438761853634,65.15056626448883,16.942971988414214,62.046095387704746,96.20685688284732,33.20004870448683,44.693896616253525
CY03,CY,33.245649850147096,43.32742131709435,92.68214438977486,7.7870826150171935,54.71524587442922,79.64628648141428,88.48792525190464,83.0747456823184,85.24829724969686,57.924722672820494,53.68346740065834,3.066697206156521,20.216010453404685,49.49909322932814,70.85402136959019,62.593000660572265,76.85673330835189,10.97252720145826,25.60866423387558,75.20193674833868,70.58266519932769,96.31594489860035,63.40571644459789,69.96085069227301,21.05207980820326,53.25434894865233,15.32849934324898,45.93514177009563,91.30347836130743,71.83733117431865,24.90222008901217,89.66702071400614,12.544613632947854,15.020793498398932,44.46475805434189
CY04,CY,51.52402597940666,52.03029953045202,69.67627438318135,42.19736868572039,87.02819127140987,24.04969656634901,50.05333159759131,21.491779426055903,77.83072325139764,21.930005564941634,74.74484000314501,34.24244490664281,99.57829810333992,80.72257221640838,0.5606195454704088,66.56619469934192,65.97854112687116,78.19847664503381,79.77852271845094,69.36320798388252,97.06583764863845,47.35333237523128,64.4983187937932,32.99970758096249,26.841344118618636,79.73316520474924,32.33892651471281,44.748697981271675,70.70769766824381,49.748663313044105,86.7910176895061,20.922609316105923,18.53635232540709,56.22335020696488,74.57755214800214
CY05,CY,61.91373033080284,51.430519848603126,75.66828419110693,53.389213213505,79.95076937226415,59.29777850379264,86.09524717711706,68.78719290153626,70.1175315259082,91.28316391271203,59.47571150045108,89.0447395523286,12.428888583573483,52.80854365887151,11.163329094666352,82.67561752537812,13.085961079096275,64.4373016372921,31.500528770614945,85.0359245061492,42.983511666406656,29.81588714689366,40.796264051464114,24.498180791948833,12.894621161266429,28.404921646148818,77.17509484085137,10.545791415202055,18.42949851850889,42.83016041197821,11.820893598325622,15.088782071841411,76.97769314515985,78.8320111471762,44.414270678333864
CY06,CY,24.05493607808197,95.6059554324582,44.61210730877339,58.608522681888594,75.90972144623038,73.53291832046857,95.62292928829234,25.757514419342076,58.41819394651895,74.39800933461464,19.029041774280387,46.533716562679004,32.48494201537264,4.580478399090393,63.24659627203499,86.60295030997631,25.684732113714247,45.310477888739676,33.94283860924248,92.50038070971122,76.22154117819687,95.49441963516276,66.59402055178114,51.17884381603538,71.03954348419559,15.892884085466118,87.18705482043774,70.02982323688109,83.01318744232846,77.8968108977951,59.43338360705942,43.67036882751813,0.28329311160580906,90.23334240223069,96.13620873489921
CY07,CY,73.5178072931239,58.08445146636734,29.803123961329312,79.96194423781604,25.91993592487709,15.182231639671873,17.821424515833407,93.06181182390702,41.49107517948089,58.74286283949821,72.26168509561765,47.52677022864128,47.125848436388964,84.63215980792255,46.45951211366589,37.162387205934735,75.7190028828781,63.291340274292565,98.4833504730898,51.639589821441135,35.43011290891563,87.51487853714966,54.05659518811656,50.1282689055984,79.00328342648717,39.82031457103089,21.43812567563709,95.40171548322108,62.869940030179315,1.613478471109775,95.44355060994957,12.792840060306132,42.25864573117588,89.08011784983194,96.0625131089642
CY08,CY,34.58095713591107,25.587353745325093,69.28475372967623,1.2636554001736133,10.127294042192837,46.44862390579701,40.36770557664497,52.3602979016606,54.261707647253296,24.859947655191196,34.931483588724696,69.08861146162131,95.1805785815382,5.095279190512947,26.11478089291327,29.187545435651252,87.71728185564416,83.3921928016896,18.826642031596975,69.6405257157383,70.14986017263017,77.50908291178592,43.17843920022384,64.42701740479528,83.25071408502286,89.36740010367915,30.35109743250306,87.20670874788135,3.2185297099164845,65.94871022514816,24.954498429420767,32.21890101101843,17.79263477506404,32.77230311097551,0.2212137031964545
CY09,CY,60.78186334854049,56.873561950770146,48.161705754449635,39.788011685707524,34.89096562728573,8.962077271814051,47.77786152386131,1.08162335703329,67.2486367796957,46.13429444491977,89.72248477552465,51.02891444825217,3.1048975524460953,84.14495064046666,20.624867979451444,86.75779509027042,87.3248980080184,81.49841058119243,37.0291826334107,87.82162068189726,81.30360527011692,85.16366564478615,36.978317781164506,49.81848715538217,2.3766405038654126,17.69315981782845,22.227322520848958,3.266656752643271,92.49504384270304,62.876428936314255,76.29063351921637,74.32582817969352,10.753065430581865,36.27971450845603,35.43862559061751
CY10,CY,86.4765436811348,89.63962890609335,16.81183082937412,86.45585606746988,72.38085946208945,7.461770145813517,35.12803298204369,87.84872084313922,60.0256135372748,65.49224208469444,97.4994827767415,57.171976956352374,12.743302854585291,99.3486956786941,89.68426554960081,24.964993432416026,4.554469783720649,64.55276476128078,52.57846963251491,24.71549865575159,61.43513809015174,76.91781490221791,50.889567609884864,51.77169682117489,52.081477883726855,75.26059786863397,93.73533433818231,80.70350585244192,82.60207539363242,22.26930759182949,74.89790679093812,44.23907219095038,49.87983245876257,93.1321537116061,65.03129092763794
CZ01,CZ,39.91785962171348,27.59006719246798,20.08900022167619,40.0048798410949,39.39610080439729,3.6268392018046436,80.81163114509461,71.6564109572267,49.020436415509536,26.98678354300048,52.804511119285756,96.59634161212095,69.92555098811262,66.44111083229929,34.21670860602536,40.47575285909565,87.5476015367893,2.1927873879385884,18.11797460555549,36.870987008147814,42.04670444188009,73.41773902567932,55.627735080497565,85.78938993958121,91.51979292257613,5.99106621733122,41.857894900769274,30.07398265101361,81.73508582719988,40.802879070639776,30.294411332188787,97.08699491832847,63.99083090387041,83.79182618915338,89.00593121520633
CZ02,CZ,84.05058261718507,90.79132712867701,62.67863777822751,2.7146580497280026,75.48420218077815,43.73734265137224,39.54905080659098,34.94829204260622,61.83040806868328,17.568450656490732,26.78567825646877,48.14665297315182,86.11325067502094,56.55910971379008,8.649045353674612,85.16374076444315,48.770819534389986,44.47291657301214,26.149217421535642,74.48176505463562,45.99624589409095,94.9378906011229,85.63595320469297,14.229276626422394,89.06819641497393,45.28111649097853,22.47613206723922,31.171146381416726,5.847685529468915,98.18227081688902,4.316130627922643,40.809850251037105,74.05319107420986,14.287840869877366,84.95412932758252
CZ03,CZ,67.90302830428824,74.60103545665599,5.426960460314323,88.46622871604669,59.747348123549195,75.13198589244713,73.05107220265408,11.723988387222539,77.72639857166756,39.212362569540616,28.2093676829553,85.21680113760766,34.940691256261694,90.03091463536606,27.138422617539646,22.585351554411915,75.72513547955336,75.56557464279811,21.68127205289716,41.88803898322103,94.69299568866384,79.81852181254833,16.536618925681168,6.54499615876759,42.247368060196834,76.14918794244615,98.68675092810602,25.12909133921939,93.88529731251175,61.90165673099391,0.49240953544078536,78.26436757497555,77.56847684802655,14.98036949571423,57.501307772390945
CZ04,CZ,67.59941025369892,53.69821519908511,93.64116454326901,82.90965910140955,20.240406860946646,47.873729789136554,56.77057833730738,74.07666132681837,15.854908178093796,37.67246261087256,98.72401301224369,0.040262428882908985,10.519963304057345,42.59138387384426,24.9013335684948,10.47108581415024,36.03085234966081,53.002441953915266,79.54048756812003,78.98047547000093,1.762596807135619,99.63782743103626,3.5073513167680703,3.4770583591085535,70.81704415956322,28.37857564700498,89.106368253556,32.03175195306365,59.0693351378001,87.77664417766286,4.985290441849632,17.16287288810473,52.39133166706328,66.43077491453703,46.38147716893185
